hash author family filename
b400f2362d15334aa6d05ef99e315fc1 unknown unknown simon03:sat02bis:k2fix_gr_2pinvar_w8.used-as.sat04-349.cnf.xz
b4457e1a0929d236a86db88d22e5a31c newman station-repacking 53-131220.cnf.xz
b51583e32432c5778c7e3e996c3bfeba unknown software-verification sqrt_ineq_3.c.cnf.xz
b5247278fe70f2a5ec06822a78bce5f0 gacek cover Steiner-243-45-bce.cnf.xz
b55b472a43a2daa68378ac8cbc4c2fb4 unknown hardware-verification 6s153.cnf.xz
b5d9a62d4b2f44b9eb3f6b3e48083ef4 hickey baseball-lineup baseballcover14with25_and2positions.cnf.xz
b5df8842330d20ec7102405549d282ed unknown hidoku hid-uns-enc-6-1-0-0-0-0-26462.cnf.xz
b6455805d492bec6e8b3c33f0641e284 riveros 01-integer-programming 01-integer-programming-5-10-100.cnf.xz
b64f7d56f1b369fac6a3bcb1efd784da schidler hypertree-decomposition Kakuro-easy-126-ext.xml.hg_7.cnf.xz
b676ad852ca0867aef85be90753e5745 preiner bitvector bv-term-small-rw_350.smt2.cnf.xz
b71310d81f17312ecd887797456b0fb7 newman station-repacking 49-133045.cnf.xz
b7770ebc4d821c53130da4183a3dae50 shaw cryptography preimage_80r_491m_160h_seed_391.cnf.xz
b7f30726f549bf71492647d7e386c1f3 manthey cnf-miter lang23.cnf.gz.CP3-cnfmiter.cnf.xz
b8a14a939eb373007308e61e44db9da5 soos cryptography combined-crypto1-wff-seed-12-wffvars-450-cryptocplx-40-overlap-2.cnf.xz
b9733445f4c40231a91fa35523e4163d biere antibandwidth abw-I-ash85.mtx-w25.cnf.xz
ba5451cace1bb09e2d36b9f34c19146e unknown scheduling ctl_4291_567_6_unsat_pre.cnf.xz
ba71e5c87a5d9db532d1c60299dea50c djamegni timetable Timetable_C_392_E_50_Cl_26_S_26.cnf.xz
ba8621490e4e7212fffdb55fb6bd282d soos cryptography combined-crypto1-wff-seed-108-wffvars-500-cryptocplx-31-overlap-2.cnf.xz
bb12ece2fc8c01870418908a3dd8341f holten edge-matching b2005-p4-12x12c10h7-Ser4-0.cnf.xz
bb15e9530d42642f3f9b9551364d4b32 biere antibandwidth abw-N-bcsstk07.mtx-w38.cnf.xz
bb2743e5b5dc4987483efc0b1e7572ad shaw cryptography preimage_80r_490m_160h_seed_6.cnf.xz
bc3c20b0d585bbea7c6d97d4ae056fc4 bouvier vlsat vlsat2_21114_2240429.dimacs.cnf.xz
bcdd0116493e34c147aeb8434c6f1109 chowdhury cellular-automata ps_300_314_20.cnf.xz
bd39f27a6ff74a059b318d302c9ba2ee djamegni timetable Timetable_C_497_E_62_Cl_33_S_30.cnf.xz
bd3f31c8c7ee0810b9853a88eb626b81 unknown unknown frb59-26-1.used-as.sat04-891.cnf.xz
be805e2615367977aa2ef37681a01956 unknown pigeonhole e_rphp096_04.cnf.xz
bf31eea5a8b87410f1fb83064e2cb82e unknown hardware-verification dlx1c.ucl.sat.chaff.4.1.bryant.cnf.xz
bf4a159e317b957da7981146493159e1 heule tournament TT7F-34-24B.cnf.xz
c1b5c6d416294690d5be8971d53fc8b7 unknown unknown b1904P1-8x8c6h7SAT.cnf.xz
c1c5f27a2c47486a745e7aa3516fb24d unknown unknown ccp-s8-facto4.cnf.xz
c2cd624b23b64a57dce567bd50b16965 guanfeng hgen 170105432.cnf.xz
c39ff9218232adb739cd31f4c70fb316 unknown unknown mm-2x3-8-8-sb.1.sat05-475.reshuffled-07.cnf.xz
c3c80c8b7e9a4eb4c99be20bee4e2c48 preiner bitvector problem_21.smt2.cnf.xz
c4640fb558ccbad86694363a933084a5 guanfeng hgen 170225515.cnf.xz
c5de36538149b595c16b39ed0940958f unknown unknown course0.2_2018_3_5.cnf.xz
c5e7e5564e9c70329212c6bd040f30ba jingchao discrete-logarithm dislog_a18_x18_n28.cnf.xz
c602a712213cb8bb2d132bf217a430b9 unknown software-verification filter_iir_true-unreach-call.c.cnf.xz
c76f3c6c2e2eae85fc5f3d499f3db88d grinten puzzle mp1-blockpuzzle_5x10_s7_free4.cnf.xz
c790cce39a626db94903b2789c570d7e schidler hypertree-decomposition Kakuro-easy-132-ext.xml.hg_9.cnf.xz
c7c22d99715da67f568629dda7d898eb newman station-repacking 49-133485.cnf.xz
c82eee3badbc8432dad72d1d575a0ea6 shaw cryptography preimage_80r_495m_160h_seed_379.cnf.xz
c8427b1218785dcf28539e220f800864 unknown unknown crafted_n12_d6_c4_num9.cnf.xz
c947949387613c61a2553098319d9da1 bouvier vlsat vlsat2_15440_1409906.dimacs.cnf.xz
c99fbb392c6adaf2835a455b1818e8e2 bouvier vlsat vlsat2_32480_4362044.dimacs.cnf.xz
ca6f385b29f7b9fb474f9ed7f9f921af djamegni timetable Timetable_C_241_E_45_Cl_16_S_16.cnf.xz
caead0e04b6de4365822b25dfd55967f shaw cryptography preimage_80r_490m_160h_seed_150.cnf.xz
cc1a816e624e9ef4b3d833c5a43d3651 hartung core-based-generator ncc_none_21015_5_3_3_1_0_11.cnf.xz
cd864fc43dfa07c29d9c6201d107160b unknown unknown battleship-27-54-sat.cnf.xz
cdd131110acc861a5a01fae6c4936c91 oostema coloring 6g_6color_366_050_04.cnf.xz
cdd89d1b9259dcf26d4a53ba94041e93 johnson stedman-triples sted2_0x0_n219-342.cnf.xz
ceb4b1db49b77dbd68fa63ce029490c1 unknown autocorrelation LABS_n071_goal001-sc2013.cnf.xz
cec5d86e0eae8234ca7c29b31c4674a6 unknown unknown mrpp_8x8#16_12.cnf.xz
d08c3d55c88b3c2577800b544399553e shaw cryptography preimage_80r_492m_160h_seed_136.cnf.xz
d0c14f10c8b46bd94bd849c661c0a3e5 unknown cryptography 009-80-8.cnf.xz
d1a2352797c89d56f217e8f8ddc64c82 heule tournament TT7F-33-24A.cnf.xz
d25b135838aaa1f8e4fdb8d3a7bd9006 guanfeng hgen 170154931.cnf.xz
d2928758b3edd17ebde60f158c520442 savicky tensors size_4_5_5_i000_w31_r9.cnf.xz
d36a3588adea5b97fa1cdd2ecb35c055 biere antibandwidth abw-K-dwt__234.mtx-w55.cnf.xz
d39f5c2474124910a607eb378b9f0bc3 riveros ssp-0 ssp-0.497665446947731.cnf.xz
d3a1b763497b09902fd0a3c6afadae63 heule tournament TT7F-33-25.cnf.xz
d55033d9dc6c92861ae6b099870322d3 jingchao discrete-logarithm dislog_a13_x13_n23.cnf.xz
d5d2c97e5135a7468d11a6e1aca5121c bouvier vlsat vlsat2_39552_5878762.dimacs.cnf.xz
d60f56735dc8e89d7d91a01f4340df0c hickey baseball-lineup baseballcover13with25_and3positions.cnf.xz
d72b0684dd662ca6475f6caee6a1b450 hartung core-based-generator ncc_none_3_16_3_3_0_0_435991723.cnf.xz
d8e3290dab78fcd69c92a73c03f70630 yolcu termination full-bg-gb-7-ce.cnf.xz
d95c2aa334c098b0a41e0f96ab15cd1d shaw cryptography preimage_80r_491m_160h_seed_407.cnf.xz
d96b51b728856b588991af6bb20bdde1 hickey baseball-lineup baseballcover12with23_and2positions.cnf.xz
d9edec809b84b6a3ce31e623026888bc hickey baseball-lineup baseballcover12with22_and2positions.cnf.xz
d9f5fe87dfb9d09fab79247f1a5b4e38 chowdhury cellular-automata ps_200_306_70.cnf.xz
da7a564a661110a17274c2082c83d5de preiner bitvector bv-term-small-rw_848.smt2.cnf.xz
dac6f7f51d4aad660422a31ed0ee2456 gacek cover Steiner-45-16-bce.cnf.xz
db267ea0279158fb3ef0558b73506089 gacek cover Steiner-135-32-bce.cnf.xz
db480ef956c6e29f7aa1b4ba155cfa75 unknown hardware-verification velev-pipe-uns-1.0-9.cnf.xz
db5739060cc056b6b4733e4527bb630c unknown scheduling traffic_kkb_unknown.cnf.xz
dba368a504f627a9fb95cf0b65b512ea guanfeng hgen 170153306.cnf.xz
dcdfb7b6a5e319f915449dcb2464304d bouvier vlsat vlsat2_40170_5970608.dimacs.cnf.xz
dcea07b4545f04dd2db6b6f6c8be6826 jingchao discrete-logarithm dislog_a09_x11_n20.cnf.xz
dcfdf31943b65080a2e4b8ec46a89c7d unknown hardware-bmc IBM_FV_2004_rule_batch_1_31_1_SAT_dat.k90.debugged.cnf.xz
ddc308b079b032211ac8e4ae136c2626 hartung core-based-generator ncc_none_2_17_4_3_0_0_435991723.cnf.xz
dddf7932f1305a4dc37ba81d0a5c6889 unknown unknown sgp_5-6-8.sat05-2669.reshuffled-07.cnf.xz
ddeff6f803b4d0dbb79c841589d3fff9 maoluo polynomial-multiplication newpol6-8.cnf.xz
ddfd170730b58b283d98518477b52fe5 soos cryptography combined-crypto1-wff-seed-115-wffvars-500-cryptocplx-31-overlap-2.cnf.xz
dea81beed9d7eb7447d94ae7db0b1842 johnson stedman-triples sted4_0x1e3-124.cnf.xz
deb76f54ab18eb8586d8219bcd61f0f9 kochemazov influence-maximization DLTM_twitter249_74_11.cnf.xz
df050f2e70ef41fc19d87f51ad431601 schidler hypertree-decomposition Kakuro-easy-154-ext.xml.hg_4.cnf.xz
df4c86b3a6551fa9f72a188b0701bea5 kochemazov influence-maximization DLTM_twitter799_70_13.cnf.xz
df8884c93686aa1f0fe4ba12b5a98bde bouvier vlsat vlsat2_30744_3925645.dimacs.cnf.xz
e01c39b7b41c9ff1621579b747254fab hartung core-based-generator ncc_none_3001_7_3_3_1_31_435991723.cnf.xz
e13905790d8d6e35999ee153f50bbdee preiner bitvector bv-term-small-rw_503.smt2.cnf.xz
e207ba2df64495327f715e08155a220f riveros fermat fermat-834855329100173267.cnf.xz
e2d2b011b0805782df6adba648db92e8 newman station-repacking 59-129706.cnf.xz
e3554a7be21336aa38a5fd7c7a1c9261 preiner bitvector mulhs16.smt2.cnf.xz
e4693381ca70fb32a9e560279156afcc unknown grandtour-puzzle gto_p50c314.cnf.xz
e47010231e43a6d68519a57c386a5509 paxian cryptography LED_round_29-32_faultAt_29_fault_injections_5_seed_1579630418.cnf.xz
e47586f86868e83a5ebe7a3ecae204f1 unknown unknown contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf.xz
e4c32dcfef4f80078111484c8eed84fd manthey cnf-miter ls15-normalized.cnf.gz.CP3-cnfmiter.cnf.xz
e6015c934b9e0ec60d2debb8f3779057 holten edge-matching b2005-p2-14x14c17h9-Ser3-0.cnf.xz
e7a41d4d4a3a68de583fa98376bf43f2 savicky tensors size_5_5_5_i235_r12.cnf.xz
e7aea8faf31ba0ab03bc269223a5bd9d gacek cover Steiner-405-71-bce.cnf.xz
e7b868b93a16feaa7c21bf075cda87f7 schidler hypertree-decomposition Kakuro-easy-041-ext.xml.hg_4.cnf.xz
e8466aed73739b7d020a52c81a4ebad2 chowdhury cellular-automata ps_200_301_70.cnf.xz
e85b6cb3e2751d5c80559433ba1adf06 bouvier vlsat vlsat2_24450_2770239.dimacs.cnf.xz
e87b1032f86cd784eba018eb8c6358de heule tournament TT7F-34-24E.cnf.xz
e8a188835a2623fb53f68b374a18edf0 hickey baseball-lineup baseballcover11with25_and5positions.cnf.xz
ea88c8ccc24b28ff26c4c82bc956ab4b oostema coloring 4g_6color_366_070_06.cnf.xz
ead8aa0e85eff93a71d805067f106d07 nejati lam-discrete-geometry w16-5.cnf.xz
eb18bb51407d6d53f2e48f8938840dfa unknown unknown cz-alt-3-7.cnf.xz
ed121f2f4679309b609ba475ccb79509 preiner bitvector bv-term-small-rw_1159.smt2.cnf.xz
eda21c1adf5ffb7da982e844f3405982 soos cryptography combined-crypto1-wff-seed-133-wffvars-500-cryptocplx-31-overlap-2.cnf.xz
edef62a006514cf5ded0da277c1ecd94 hartung core-based-generator ncc_none_12477_5_3_3_1_0_435991723.cnf.xz
eea33de69db92b57462278f766c19787 newman station-repacking 60-129673.cnf.xz
ef83601257510b39572641f2ba485470 kochemazov influence-maximization DLTM_twitter249_74_10.cnf.xz
efe7b285f4605a8d24de73590f358150 gacek cover Steiner-81-21-bce.cnf.xz
f13c4fa1ce7c637d1edab07aac5ba030 kochemazov influence-maximization DLTM_twitter690_74_15.cnf.xz
f2141cde748f165bac48de382470d993 hartung core-based-generator ncc_none_3047_7_3_3_1_0_1.cnf.xz
f26488d372f40f324eda70753bcc66ec kochemazov influence-maximization DLTM_twitter634_77_14.cnf.xz
f32bb347996c351bc3e9a91c58e8601d kochemazov influence-maximization DLTM_twitter774_83_17.cnf.xz
f33b2b99b991e02e7c9729fc3f336aac djamegni timetable Timetable_C_331_E_45_Cl_22_S_26.cnf.xz
f3bda5fcae82cfa27460df877965eeca unknown unknown jkkk-one-one-10-30-unsat.cnf.xz
f421f53b4a01716170fd51e614b58d4c unknown unknown unsat-set-a-clqcolor-16-10-11.sat05-1253.reshuffled-07.cnf.xz
f44b3d7c699c94a24a017aa34c1a058e hartung core-based-generator ncc_none_5047_6_3_3_0_0_41.cnf.xz
f4ca5fca83e870d2ed56f2b00b074ed4 heule tournament TT7F-33-24B.cnf.xz
f50508c7983eea7cce9556409c972877 gacek cover Steiner-405-70-bce.cnf.xz
f545c22ae3510cdf7ac578872c7701e4 heule tournament TT7F-33-24C.cnf.xz
f562b25b05e80a222358bdff30a39a23 kochemazov influence-maximization DLTM_twitter454_70_11.cnf.xz
f59dd3016fb4352fe812aaf6b4dc020b guanfeng hgen 170059722.cnf.xz
f67c5855cfebd80998ab524229af16ae unknown unknown GreenTao_2-5-5_34308.cnf.xz
f70ef02944377b624faa46b14132983c unknown unknown battleship-24-47-sat.cnf.xz
f86dad4ba35369eb720a0c9ddc45037a soos cryptography combined-crypto1-wff-seed-1-wffvars-450-cryptocplx-40-overlap-2.cnf.xz
f8a4580103305bc96f774a186054d322 heule tournament TT7F-33-24E.cnf.xz
faea4b579b0010b32f001ac4b5b9415a unknown pigeonhole rphp4_090_shuffled.cnf.xz
fb79263d8e6bba39c3b3476ffff425d1 johnson stedman-triples sted3_0x1e3-147.cnf.xz
fb852d4b14865a562c1a38a77c8517d1 johnson stedman-triples sted6_0x0-135.cnf.xz
fc538412229f86bc7016b8bc0aca3924 frioux unknown g2-T83.2.1.cnf.xz
fc794887d3aede5fdd422a501f730032 unknown hardware-verification 6s20.cnf.xz
fcbef8eb7d8cd4f76fc455a25c0d3065 hickey baseball-lineup baseballcover14with25_and1positions.cnf.xz
fee70cede2b5b55bfbdb6e48fbe7ce4f kochemazov influence-maximization DLTM_twitter690_74_16.cnf.xz
ff0d5cb434081622290325ab3ed57fd7 unknown unknown QG7a-gensys-ukn009.sat05-3849.reshuffled-07.cnf.xz
